$ICAO,$Registration,$Operator,$Type,$ICAO Type,#CMPG,$Tag 1,$#Tag 2,$#Tag 3,Category,$#Link
09401D,TY-44H,,AEROSPATIALE AS-350 Ecureuil,AS50,Mil,tar1090-db import,,,,
094020,TY-27A,,CESSNA 208 Caravan,C208,Mil,tar1090-db import,,,,
094021,TY-29A,,BEECHCRAFT Super King Air 350,B350,Mil,tar1090-db import,,,,
094109,TY-37H,,AEROSPATIALE AS-350 Ecureuil,AS50,Mil,tar1090-db import,,,,
096025,D4-CCL,,B350,B350,Mil,tar1090-db import,,,,
09A2AB,23-21253,,H60,H60,Mil,tar1090-db import,,,,
09C143,XT-AKD,,BOEING 737-700,B737,Mil,tar1090-db import,,,,
09CD45,XT-MBH,,CASA C-295 Persuader,C295,Mil,tar1090-db import,,,,
09CD55,XT-MBG,,AGUSTA AW-139,A139,Mil,tar1090-db import,,,,
0A4004,7T-VBE,,BE20,BE20,Mil,tar1090-db import,,,,
0A4035,MS-24,,AGUSTA WESTLAND EH-101 Merlin,EH10,Mil,tar1090-db import,,,,
0A4046,LC-31,,LYNX,LYNX,Mil,tar1090-db import,,,,
0A4048,LC-33,,LYNX,LYNX,Mil,tar1090-db import,,,,
0A4049,LC-34,,LYNX,LYNX,Mil,tar1090-db import,,,,
0A404A,LC-35,,LYNX,LYNX,Mil,tar1090-db import,,,,
0A404B,LC-36,,LYNX,LYNX,Mil,tar1090-db import,,,,
0A8023,C6-AWO,,CESSNA 208 Caravan,C208,Mil,tar1090-db import,,,,
0AB028,BDF-02,,BRITTEN-NORMAN BN-2 Islander,BN2P,Mil,tar1090-db import,,,,
0AB042,BDF-08,,CESSNA 208 Caravan,C208,Mil,tar1090-db import,,,,
0AC000,PNC-0201,,DE HAVILLAND DHC-6 Twin Otter,DHC6,Mil,tar1090-db import,,,,
0AC0AC,FAC1015,,LOCKHEED C-130 Hercules,C130,Mil,tar1090-db import,,,,
0AC0CB,FAC1282,,CASA C-295 Persuader,C295,Mil,tar1090-db import,,,,
0AC0E6,FAC5732,,BEECHCRAFT Super King Air 350,B350,Mil,tar1090-db import,,,,
0AC0E7,FAC5727,,BEECHCRAFT Super King Air 350,B350,Mil,tar1090-db import,,,,
0AC0EA,ARC801,,CASA CN-235 Persuader,CN35,Mil,tar1090-db import,,,,
0AC0F5,FAC5077,,BEECHCRAFT Super King Air 350,B350,Mil,tar1090-db import,,,,
0AC0F6,FAC5078,,BEECHCRAFT Super King Air 350,B350,Mil,tar1090-db import,,,,
0AC138,FAC1184,,ATR-42-500,AT45,Mil,tar1090-db import,,,,
0AC13F,FAC2251,,E314,E314,Mil,tar1090-db import,,,,
0AC152,FAC1187,,ATR-42-500,AT45,Mil,tar1090-db import,,,,
0AC157,FAC5758,,BEECH 90 King Air,BE9L,Mil,tar1090-db import,,,,
0AC198,FAC1215,,EMBRAER EMB-135 Legacy,E35L,Mil,tar1090-db import,,,,
0AC1A3,FAC5759,,BEECH 90 King Air,BE9L,Mil,tar1090-db import,,,,
0AC1AA,FAC5765,,BEECH 90 King Air,BE9L,Mil,tar1090-db import,,,,
0AC315,FAC5733,,BEECHCRAFT Super King Air 350,B350,Mil,tar1090-db import,,,,
0AC317,FAC1004,,LOCKHEED C-130 Hercules,C130,Mil,tar1090-db import,,,,
0AC318,FAC1005,,LOCKHEED C-130 Hercules,C130,Mil,tar1090-db import,,,,
0AC31E,FAC1190,,ATR-42-500,AT45,Mil,tar1090-db import,,,,
0AC322,FAC1216,,LEARJET 60,LJ60,Mil,tar1090-db import,,,,
0AC334,FAC5760,,CESSNA 560 Citation Ultra,C560,Mil,tar1090-db import,,,,
0AC335,FAC5761,,CESSNA 560 Citation Ultra,C560,Mil,tar1090-db import,,,,
0AC336,FAC5762,,CESSNA 560 Citation Ultra,C560,Mil,tar1090-db import,,,,
0AC337,FAC5763,,CESSNA 560 Citation Ultra,C560,Mil,tar1090-db import,,,,
0AC338,FAC5764,,CESSNA 560 Citation Ultra,C560,Mil,tar1090-db import,,,,
0AC33A,FAC5055,,CESSNA 208 Caravan,C208,Mil,tar1090-db import,,,,
0AC33B,FAC5056,,CESSNA 208 Caravan,C208,Mil,tar1090-db import,,,,
0AC33C,FAC5057,,CESSNA 208 Caravan,C208,Mil,tar1090-db import,,,,
0AC33D,FAC5059,,CESSNA 208 Caravan,C208,Mil,tar1090-db import,,,,
0AC33F,FAC4422,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC341,FAC4421,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC343,EJC1139,,CESSNA 208 Caravan,C208,Mil,tar1090-db import,,,,
0AC35D,FAC5748,,BEECHCRAFT Super King Air 350,B350,Mil,tar1090-db import,,,,
0AC365,FAC4426,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC37B,PNC-0611,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC385,EJC1140,,CESSNA 208 Caravan,C208,Mil,tar1090-db import,,,,
0AC388,ARC102,,BEECH 90 King Air,BE9L,Mil,tar1090-db import,,,,
0AC38E,FAC5750,,BEECH 300 Super King Air,BE30,Mil,tar1090-db import,,,,
0AC395,PNC-0619,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC396,PNC-0620,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC3C2,FAC1204,,BOEING 727-200,B722,Mil,tar1090-db import,,,,
0AC3C3,FAC1202,,BOEING 767-200,B762,Mil,tar1090-db import,,,,
0AC3C4,FAC1209,,BOEING 737-400,B734,Mil,tar1090-db import,,,,
0AC3C5,FAC1208,,BOEING 737-400,B734,Mil,tar1090-db import,,,,
0AC3D6,PNC-0206,,BEECH 200 Super King Air,BE20,Mil,tar1090-db import,,,,
0AC3D7,PNC-0236,,BEECH 200 Super King Air,BE20,Mil,tar1090-db import,,,,
0AC3D9,PNC-0237,,BEECH 1900,B190,Mil,tar1090-db import,,,,
0AC3DA,PNC-0239,,BEECH 200 Super King Air,BE20,Mil,tar1090-db import,,,,
0AC3EA,FAC5065,,CESSNA 208 Caravan,C208,Mil,tar1090-db import,,,,
0AC3EB,FAC5066,,CESSNA 208 Caravan,C208,Mil,tar1090-db import,,,,
0AC3EC,FAC5067,,CESSNA 208 Caravan,C208,Mil,tar1090-db import,,,,
0AC3ED,FAC5068,,CESSNA 208 Caravan,C208,Mil,tar1090-db import,,,,
0AC3EE,FAC5069,,CESSNA 208 Caravan,C208,Mil,tar1090-db import,,,,
0AC3EF,FAC5070,,CESSNA 208 Caravan,C208,Mil,tar1090-db import,,,,
0AC3F0,FAC5071,,CESSNA 208 Caravan,C208,Mil,tar1090-db import,,,,
0AC3F1,FAC5072,,CESSNA 208 Caravan,C208,Mil,tar1090-db import,,,,
0AC3F2,FAC5074,,CESSNA 208 Caravan,C208,Mil,tar1090-db import,,,,
0AC3F3,FAC5075,,CESSNA 208 Caravan,C208,Mil,tar1090-db import,,,,
0AC3F4,FAC5079,,CESSNA 208 Caravan,C208,Mil,tar1090-db import,,,,
0AC3F5,FAC5080,,CESSNA 208 Caravan,C208,Mil,tar1090-db import,,,,
0AC405,PNC-0610,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC744,FAC2477,,CESSNA 172 Skyhawk,C172,Mil,tar1090-db import,,,,
0AC745,FAC2476,,CESSNA 172 Skyhawk,C172,Mil,tar1090-db import,,,,
0AC746,FAC2475,,CESSNA 172 Skyhawk,C172,Mil,tar1090-db import,,,,
0AC747,FAC2474,,CESSNA 172 Skyhawk,C172,Mil,tar1090-db import,,,,
0AC749,EJC1147,,ANTONOV An-32 Sutlej,AN32,Mil,tar1090-db import,,,,
0AC74A,EJC1146,,ANTONOV An-32 Sutlej,AN32,Mil,tar1090-db import,,,,
0AC74C,EJC1138,,CESSNA 208 Caravan,C208,Mil,tar1090-db import,,,,
0AC74D,EJC1136,,CESSNA 208 Caravan,C208,Mil,tar1090-db import,,,,
0AC74E,EJC1135,,CESSNA 208 Caravan,C208,Mil,tar1090-db import,,,,
0AC74F,EJC1134,,CESSNA 208 Caravan,C208,Mil,tar1090-db import,,,,
0AC750,FAC2354,,BEECHCRAFT T-6 Texan 2,TEX2,Mil,tar1090-db import,,,,
0AC751,FAC2353,,BEECHCRAFT T-6 Texan 2,TEX2,Mil,tar1090-db import,,,,
0AC754,EJC5436,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC755,EJC5435,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC757,EJC5433,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC759,EJC5431,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC75A,EJC5430,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC75B,EJC5429,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC75C,EJC5428,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC75D,EJC5427,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC75F,EJC5425,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC760,EJC5423,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC761,EJC5422,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC763,EJC5419,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC765,EJC5415,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC767,EJC5411,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC768,EJC5410,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC769,EJC5408,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC76A,EJC5406,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC76B,EJC5405,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC76D,EJC4231,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC76E,EJC4227,,BELL 212,B212,Mil,tar1090-db import,,,,
0AC76F,EJC4224,,BELL 212,B212,Mil,tar1090-db import,,,,
0AC770,EJC4216,,BELL 212,B212,Mil,tar1090-db import,,,,
0AC771,EJC4213,,BELL 212,B212,Mil,tar1090-db import,,,,
0AC772,EJC4212,,BELL 212,B212,Mil,tar1090-db import,,,,
0AC773,EJC4207,,BELL 212,B212,Mil,tar1090-db import,,,,
0AC774,EJC4205,,BELL 212,B212,Mil,tar1090-db import,,,,
0AC775,EJC4203,,BELL 212,B212,Mil,tar1090-db import,,,,
0AC776,EJC4200,,BELL 212,B212,Mil,tar1090-db import,,,,
0AC777,EJC3399,,MIL Mi-8/9/17/19/171/172,MI8,Mil,tar1090-db import,,,,
0AC778,EJC3398,,MIL Mi-8/9/17/19/171/172,MI8,Mil,tar1090-db import,,,,
0AC779,EJC3397,,MIL Mi-8/9/17/19/171/172,MI8,Mil,tar1090-db import,,,,
0AC77A,EJC3396,,MIL Mi-8/9/17/19/171/172,MI8,Mil,tar1090-db import,,,,
0AC77B,EJC3395,,MIL Mi-8/9/17/19/171/172,MI8,Mil,tar1090-db import,,,,
0AC77F,EJC3390,,MIL Mi-8/9/17/19/171/172,MI8,Mil,tar1090-db import,,,,
0AC780,EJC3389,,MIL Mi-8/9/17/19/171/172,MI8,Mil,tar1090-db import,,,,
0AC781,EJC3388,,MIL Mi-8/9/17/19/171/172,MI8,Mil,tar1090-db import,,,,
0AC783,EJC3386,,MIL Mi-8/9/17/19/171/172,MI8,Mil,tar1090-db import,,,,
0AC785,EJC3384,,MIL Mi-8/9/17/19/171/172,MI8,Mil,tar1090-db import,,,,
0AC786,EJC3383,,MIL Mi-8/9/17/19/171/172,MI8,Mil,tar1090-db import,,,,
0AC788,EJC3379,,MIL Mi-8/9/17/19/171/172,MI8,Mil,tar1090-db import,,,,
0AC789,EJC3378,,MIL Mi-8/9/17/19/171/172,MI8,Mil,tar1090-db import,,,,
0AC78A,EJC3375,,MIL Mi-8/9/17/19/171/172,MI8,Mil,tar1090-db import,,,,
0AC78E,EJC2187,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC791,EJC2183,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC796,EJC2177,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC798,EJC2174,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC79A,EJC2172,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC79D,EJC2169,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC79E,EJC2168,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC7A0,EJC2161,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC7A1,EJC2158,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC7A2,EJC2157,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC7A3,EJC2156,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC7A4,EJC2155,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC7A5,EJC2153,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC7A6,EJC2151,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC7A7,EJC2150,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC7A8,EJC2149,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC7AA,EJC2146,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC7AB,EJC2145,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC7B1,EJC2138,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC7B6,EJC2104,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC7B7,EJC2103,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC7B8,EJC2102,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC7B9,EJC2101,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC7BA,EJC2100,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC7BB,FAC4137,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC7BC,FAC4138,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC7BD,FAC1284,,CASA C-295 Persuader,C295,Mil,tar1090-db import,,,,
0AC7C2,FAC5746,,BEECHCRAFT Super King Air 350,B350,Mil,tar1090-db import,,,,
0AC7C8,FAC4001,,B212,B212,Mil,tar1090-db import,,,,
0AC7C9,FAC4021,,BELL 212,B212,Mil,tar1090-db import,,,,
0AC7D0,FAC4520,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC7D3,FAC4530,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC7D8,FAC4470,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
0AC7D9,FAC4471,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
0AC7DA,FAC4472,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
0AC7DB,FAC4473,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
0AC7DC,FAC4475,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
0AC7DE,FAC4477,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
0AC7DF,FAC4478,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
0AC7E0,FAC4479,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
0AC7E1,FAC4480,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
0AC7E2,FAC4481,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
0AC7E3,FAC4482,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
0AC7E4,FAC4001,,BELL 212,B212,Mil,tar1090-db import,,,,
0AC7E6,FAC4003,,BELL 212,B212,Mil,tar1090-db import,,,,
0AC7E7,FAC4004,,BELL 212,B212,Mil,tar1090-db import,,,,
0AC7EA,FAC4419,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC821,FAC4417,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC822,FAC4418,,Bell UH-1H Iroquois,UH1,Mil,tar1090-db import,,,,
0AC824,FAC4436,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC827,FAC4525,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC828,FAC4526,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC82A,FAC4528,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC82B,FAC4529,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC82C,FAC4531,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC82D,FAC4415,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC82E,FAC4403,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC82F,FAC4405,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC830,FAC4408,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC853,FAC5064,,CESSNA 208 Caravan,C208,Mil,tar1090-db import,,,,
0AC863,FAC1256,,CESSNA 212 Aviocar,C212,Mil,tar1090-db import,,,,
0AC865,FAC1258,,CASA CN-235 Persuader,CN35,Mil,tar1090-db import,,,,
0AC867,FAC1262,,CASA CN-235 Persuader,CN35,Mil,tar1090-db import,,,,
0AC8A0,FAC1280,,CASA C-295 Persuader,C295,Mil,tar1090-db import,,,,
0AC8A1,FAC1281,,CASA C-295 Persuader,C295,Mil,tar1090-db import,,,,
0AC8AD,FAC3112,,EMBRAER EMB-314 Super Tucano,E314,Mil,tar1090-db import,,,,
0AC8AF,FAC3114,,EMBRAER EMB-314 Super Tucano,E314,Mil,tar1090-db import,,,,
0AC8B0,FAC3115,,EMBRAER EMB-314 Super Tucano,E314,Mil,tar1090-db import,,,,
0AC8B1,FAC3116,,EMBRAER EMB-314 Super Tucano,E314,Mil,tar1090-db import,,,,
0AC8B3,FAC3118,,EMBRAER EMB-314 Super Tucano,E314,Mil,tar1090-db import,,,,
0AC8B5,FAC3120,,EMBRAER EMB-314 Super Tucano,E314,Mil,tar1090-db import,,,,
0AC8B6,FAC3121,,EMBRAER EMB-314 Super Tucano,E314,Mil,tar1090-db import,,,,
0AC8B7,FAC3123,,EMBRAER EMB-314 Super Tucano,E314,Mil,tar1090-db import,,,,
0AC8B8,FAC3124,,EMBRAER EMB-314 Super Tucano,E314,Mil,tar1090-db import,,,,
0AC8B9,FAC3125,,EMBRAER EMB-314 Super Tucano,E314,Mil,tar1090-db import,,,,
0AC8BB,FAC3102,,EMBRAER EMB-314 Super Tucano,E314,Mil,tar1090-db import,,,,
0AC8BC,FAC3103,,EMBRAER EMB-314 Super Tucano,E314,Mil,tar1090-db import,,,,
0AC8BE,FAC3105,,EMBRAER EMB-314 Super Tucano,E314,Mil,tar1090-db import,,,,
0AC8BF,FAC3106,,EMBRAER EMB-314 Super Tucano,E314,Mil,tar1090-db import,,,,
0AC8C0,FAC3107,,EMBRAER EMB-314 Super Tucano,E314,Mil,tar1090-db import,,,,
0AC8C1,FAC3108,,EMBRAER EMB-314 Super Tucano,E314,Mil,tar1090-db import,,,,
0AC8C2,FAC3109,,EMBRAER EMB-314 Super Tucano,E314,Mil,tar1090-db import,,,,
0AC8C3,FAC3110,,EMBRAER EMB-314 Super Tucano,E314,Mil,tar1090-db import,,,,
0AC8C4,FAC3111,,EMBRAER EMB-314 Super Tucano,E314,Mil,tar1090-db import,,,,
0AC8D9,FAC5076,,BEECHCRAFT Super King Air 350,B350,Mil,tar1090-db import,,,,
0AC900,FAC0007,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC901,FAC4103,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC902,FAC4104,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC903,FAC4105,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC904,FAC-4106,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC905,FAC4108,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC906,FAC4109,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC907,FAC4110,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC908,FAC4120,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC913,FAC4135,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC914,FAC4136,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC915,PNC-0600,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC916,PNC-0601,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC918,PNC-0603,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC91A,PNC-0606,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC91B,PNC-0607,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC91C,PNC-0801,,BELL 412,B412,Mil,tar1090-db import,,,,
0AC91D,PNC-0925,,BELL 407,B407,Mil,tar1090-db import,,,,
0AC922,PNC-0490,,BELL 212,B212,Mil,tar1090-db import,,,,
0AC923,PNC-0494,,BELL 212,B212,Mil,tar1090-db import,,,,
0AC924,PNC-0495,,BELL 212,B212,Mil,tar1090-db import,,,,
0AC926,PNC-0702,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC927,PNC-0704,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC928,PNC-0706,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC92B,PNC-0709,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC92C,EJC5441,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC92D,PNC-0714,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC930,PNC-0718,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC932,PNC-0720,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC933,PNC-0721,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC934,PNC-0722,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC936,PNC-0724,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC937,PNC-0727,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC938,PNC-0729,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC93A,PNC-0733,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC93B,PNC-0734,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC93C,PNC-0736,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC93D,PNC-0737,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC93F,PNC-0739,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC940,PNC-0740,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC942,PNC-0742,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC943,FAC4441,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC944,EJC5440,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC945,PNC-0746,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
0AC948,PNC-0253,,CESSNA 208 Caravan,C208,Mil,tar1090-db import,,,,
0AC949,PNC-0254,,CESSNA 208 Caravan,C208,Mil,tar1090-db import,,,,
0AC970,PNC-0927,,BELL 407,B407,Mil,tar1090-db import,,,,
0AC971,PNC-0928,,BELL 407,B407,Mil,tar1090-db import,,,,
0AC983,PNC-0248,,DE HAVILLAND DHC-8-300 Dash 8,DH8C,Mil,tar1090-db import,,,,
0AC986,FAC1016,,LOCKHEED C-130 Hercules,C130,Mil,tar1090-db import,,,,
0AC990,ARC212,,BELL 212,B212,Mil,tar1090-db import,,,,
0AC992,ARC216,,BELL 412,B412,Mil,tar1090-db import,,,,
0AC999,ARC803,,CASA CN-235 Persuader,CN35,Mil,tar1090-db import,,,,
0AC99A,ARC433,,CESSNA 208 Caravan,C208,Mil,tar1090-db import,,,,
0AC99B,ARC225,,BELL 412,B412,Mil,tar1090-db import,,,,
0AC9A0,FAC4112,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
0AC9C6,EJC1101,,BEECHCRAFT Super King Air 350,B350,Mil,tar1090-db import,,,,
0AC9C7,ARC213,,BELL 412,B412,Mil,tar1090-db import,,,,
0AC9C8,FAC5767,,BEECH 90 King Air,BE9L,Mil,tar1090-db import,,,,
0AC9D1,PNC0251,,BEECH 1900,B190,Mil,tar1090-db import,,,,
0AC9E8,FAC2473,,CESSNA 172 Skyhawk,C172,Mil,tar1090-db import,,,,
0AC9E9,FAC2471,,CESSNA 172 Skyhawk,C172,Mil,tar1090-db import,,,,
0AC9EA,FAC2470,,CESSNA 172 Skyhawk,C172,Mil,tar1090-db import,,,,
0AC9EB,FAC0008,,AGUSTA AW-139,A139,Mil,tar1090-db import,,,,
0AC9EC,FAC2351,,BEECHCRAFT T-6 Texan 2,TEX2,Mil,tar1090-db import,,,,
0AC9ED,FAC2352,,BEECHCRAFT T-6 Texan 2,TEX2,Mil,tar1090-db import,,,,
0AC9FC,EJC1116,,BEECH 90 King Air,BE9L,Mil,tar1090-db import,,,,
0AC9FE,FAC4018,,AIR TRACTOR AT-802,AT8T,Mil,tar1090-db import,,,,
0ACA0A,FAC2472,,CESSNA 172 Skyhawk,C172,Mil,tar1090-db import,,,,
0ACA14,FAC2350,,BEECHCRAFT T-6 Texan 2,TEX2,Mil,tar1090-db import,,,,
0ACA23,FAC1017,,LOCKHEED C-130 Hercules,C130,Mil,tar1090-db import,,,,
0ACA24,FAC1018,,LOCKHEED C-130 Hercules,C130,Mil,tar1090-db import,,,,
0ACA30,ARC103,,BEECH 90 King Air,BE9L,Mil,tar1090-db import,,,,
0ACA41,PNC-0266,,CESSNA 172 Skyhawk,C172,Mil,tar1090-db import,,,,
0ACA42,PNC-0267,,CESSNA 172 Skyhawk,C172,Mil,tar1090-db import,,,,
0ACA47,EJC1133,,CESSNA 208 Caravan,C208,Mil,tar1090-db import,,,,
0ACA48,EJC1132,,CESSNA 208 Caravan,C208,Mil,tar1090-db import,,,,
0ACA49,EJC1129,,CESSNA 212 Aviocar,C212,Mil,tar1090-db import,,,,
0ACA4A,EJC1126,,BEECHCRAFT Super King Air 350,B350,Mil,tar1090-db import,,,,
0ACA4B,EJC1125,,BEECHCRAFT Super King Air 350,B350,Mil,tar1090-db import,,,,
0ACA4C,EJC1124,,BEECH 200 Super King Air,BE20,Mil,tar1090-db import,,,,
